  5510.52979  0.911827505
  5510.54004  0.911752522
  5510.5498  0.911678672
  5510.56006  0.911604524
  5510.56982  0.911530197
  5510.58008  0.91145575
  5510.58984  0.91138202
  5510.6001  0.911306918
  5510.60986  0.911230981
  5510.62012  0.911156416
  5510.62988  0.911080122
  5510.64014  0.91100508
  5510.6499  0.91092962
  5510.66016  0.910854101
  5510.66992  0.910777211
  5510.68018  0.91070056
  5510.68994  0.910625994
  5510.7002  0.910549581
  5510.70996  0.910472572
  5510.72021  0.910396934
  5510.72998  0.910319626
  5510.74023  0.91024226
  5510.75  0.910166204
  5510.75977  0.910088122
  5510.77002  0.910011053
  5510.77979  0.909932613
  5510.79004  0.909855783
  5510.7998  0.909776568
  5510.81006  0.909699917
  5510.81982  0.909622312
  5510.83008  0.909544706
  5510.83984  0.90946722
  5510.8501  0.909388661
  5510.85986  0.90931052
  5510.87012  0.90923214
  5510.87988  0.909154236
  5510.89014  0.909074605
  5510.8999  0.908996046
  5510.91016  0.908918262
  5510.91992  0.908839643
  5510.93018  0.908760369
  5510.93994  0.908682227
  5510.9502  0.908603668
  5510.95996  0.908523977
  5510.97021  0.908445358
  5510.97998  0.908365905
  5510.99023  0.908287764
  5511.  0.90820843
  5511.00977  0.908131063
  5511.02002  0.908051133
  5511.02979  0.907971561
  5511.04004  0.907894015
  5511.0498  0.907813609
  5511.06006  0.907736361
  5511.06982  0.907656014
  5511.08008  0.907577217
  5511.08984  0.90749836
  5511.1001  0.907419026
  5511.10986  0.907340467
  5511.12012  0.907261848
  5511.12988  0.907182693
  5511.14014  0.907104075
  5511.1499  0.907025337
  5511.16016  0.906946778
  5511.16992  0.906867862
  5511.18018  0.906789005
  5511.18994  0.906711042
  5511.2002  0.906632423
  5511.20996  0.906553864
  5511.22021  0.906475425
  5511.22998  0.906398058
  5511.24023  0.906319201
  5511.25  0.906242788
  5511.25977  0.906164467
  5511.27002  0.906086504
  5511.27979  0.906008422
  5511.29004  0.905931473
  5511.2998  0.90585506
  5511.31006  0.905776739
  5511.31982  0.90569967
  5511.33008  0.905622184
  5511.33984  0.905545115
  5511.3501  0.905466795
  5511.35986  0.905391216
  5511.37012  0.905313313
  5511.37988  0.905238032
  5511.39014  0.905161977
  5511.3999  0.905086339
  5511.41016  0.905009389
  5511.41992  0.904933214
  5511.43018  0.90485847
  5511.43994  0.904783547
  5511.4502  0.904708207
  5511.45996  0.904632092
  5511.47021  0.904557526
  5511.47998  0.904482305
  5511.49023  0.904408336
  5511.5  0.904333651
  5511.50977  0.904259264
  5511.52002  0.904186547
  5511.52979  0.904111922
  5511.54004  0.904038906
  5511.5498  0.903965533
  5511.56006  0.903892934
  5511.56982  0.903820455
  5511.58008  0.90374732
  5511.58984  0.903675377
  5511.6001  0.903603435
  5511.60986  0.903531849
  5511.62012  0.903459966
  5511.62988  0.9033885
  5511.64014  0.903317392
  5511.6499  0.903247416
  5511.66016  0.903176486
  5511.66992  0.903105199
  5511.68018  0.903038323
  5511.68994  0.90296644
  5511.7002  0.902897716
  5511.70996  0.902829647
  5511.72021  0.902760804
  5511.72998  0.902693093
  5511.74023  0.902622879
  5511.75  0.902558208
  5511.75977  0.902490377
  5511.77002  0.902423918
  5511.77979  0.902355909
  5511.79004  0.902290642
  5511.7998  0.902224481
  5511.81006  0.902159452
  5511.81982  0.902094543
  5511.83008  0.902028263
  5511.83984  0.901963711
  5511.8501  0.901899576
  5511.85986  0.901836455
  5511.87012  0.901771903
  5511.87988  0.901709676
  5511.89014  0.901646733
  5511.8999  0.901584148
  5511.91016  0.901522279
  5511.91992  0.901461244
  5511.93018  0.90140003
  5511.93994  0.901338339
  5511.9502  0.901280522
  5511.95996  0.901218772
  5511.97021  0.901159704
  5511.97998  0.901100874
  5511.99023  0.901042461
  5512.  0.900984764
  5512.00977  0.900927782
  5512.02002  0.900870502
  5512.02979  0.900814056
  5512.04004  0.900758207
  5512.0498  0.900702953
  5512.06006  0.900646567
  5512.06982  0.900592268
  5512.08008  0.90053755
  5512.08984  0.900482237
  5512.1001  0.900430024
  5512.10986  0.900376081
  5512.12012  0.900322616
  5512.12988  0.900271416
  5512.14014  0.900218546
  5512.1499  0.900168121
  5512.16016  0.900117159
  5512.16992  0.900066435
  5512.18018  0.900016665
  5512.18994  0.899968266
  5512.2002  0.899920344
  5512.20996  0.899872124
  5512.22021  0.8998245
  5512.22998  0.899777114
  5512.24023  0.899730504
  5512.25  0.899684072
  5512.25977  0.899638712
  5512.27002  0.899593711
  5512.27979  0.899549901
  5512.29004  0.899505377
  5512.2998  0.899461508
  5512.31006  0.899419546
  5512.31982  0.89937675
  5512.33008  0.899335861
  5512.33984  0.899294198
  5512.3501  0.89925307
  5512.35986  0.89921391
  5512.37012  0.899174631
  5512.37988  0.899135709
  5512.39014  0.899097264
  5512.3999  0.899059713
  5512.41016  0.899021864
  5512.41992  0.898985624
  5512.43018  0.898950636
  5512.43994  0.898916483
  5512.4502  0.898880661
  5512.45996  0.89884609
  5512.47021  0.898811996
  5512.47998  0.898779511
  5512.49023  0.898746729
  5512.5  0.898716033
  5512.50977  0.898685217
  5512.52002  0.898655772
  5512.52979  0.898623943
  5512.54004  0.898593962
  5512.5498  0.898566723
  5512.56006  0.898539245
  5512.56982  0.898512542
  5512.58008  0.898484945
  5512.58984  0.898459852
  5512.6001  0.898433983
  5512.60986  0.898410022
  5512.62012  0.898386955
  5512.62988  0.898362637
  5512.64014  0.89833957
  5512.6499  0.898318172
  5512.66016  0.898296893
  5512.66992  0.898275971
  5512.68018  0.898257017
  5512.68994  0.898235738
  5512.7002  0.898218691
  5512.70996  0.898200989
  5512.72021  0.898182631
  5512.72998  0.898165107
  5512.74023  0.898149073
  5512.75  0.89813447
  5512.75977  0.898120105
  5512.77002  0.898104548
  5512.77979  0.898092687
  5512.79004  0.898079038
  5512.7998  0.898067713
  5512.81006  0.898056686
  5512.81982  0.898045421
  5512.83008  0.898036182
  5512.83984  0.89802748
  5512.8501  0.898019552
  5512.85986  0.898011982
  5512.87012  0.898004651
  5512.87988  0.897998393
  5512.89014  0.897993147
  5512.8999  0.897989333
  5512.91016  0.897985697
  5512.91992  0.897981942
  5512.93018  0.897978902
  5512.93994  0.897975922
  5512.9502  0.89797622
  5512.95996  0.897975624
  5512.97021  0.897976518
  5512.97998  0.897976339
  5512.99023  0.897977531
  5513.  0.897980988
  5513.00977  0.897983968
  5513.02002  0.897988439
  5513.02979  0.897993445
  5513.04004  0.897999167
  5513.0498  0.89800477
  5513.06006  0.898011863
  5513.06982  0.898019135
  5513.08008  0.89802742
  5513.08984  0.898037255
  5513.1001  0.898047566
  5513.10986  0.898058236
  5513.12012  0.89806819
  5513.12988  0.898080826
  5513.14014  0.898094714
  5513.1499  0.898107648
  5513.16016  0.898120999
  5513.16992  0.898136556
  5513.18018  0.898152113
  5513.18994  0.898169458
  5513.2002  0.898186564
  5513.20996  0.89820385
  5513.22021  0.898222923
  5513.22998  0.898242712
  5513.24023  0.898262978
  5513.25  0.898284435
  5513.25977  0.898307025
  5513.27002  0.898330033
  5513.27979  0.898354828
  5513.29004  0.898378491
  5513.2998  0.898403287
  5513.31006  0.898428619
  5513.31982  0.898455203
  5513.33008  0.898482263
